year,quarter,rank,big_area,Location type,small_area,registeredUsers
2019,1,3,andaman-&-nicobar-islands,districts,nicobars,622
2019,1,1,andaman-&-nicobar-islands,pincodes,744103,4136
2019,1,2,andaman-&-nicobar-islands,pincodes,744101,3030
2019,1,3,andaman-&-nicobar-islands,pincodes,744105,2994
2019,1,4,andaman-&-nicobar-islands,pincodes,744102,2667
2019,1,5,andaman-&-nicobar-islands,pincodes,744104,756
2019,1,6,andaman-&-nicobar-islands,pincodes,744202,753
2019,1,7,andaman-&-nicobar-islands,pincodes,744107,667
2019,1,8,andaman-&-nicobar-islands,pincodes,744112,585
2019,1,9,andaman-&-nicobar-islands,pincodes,744211,524
2019,1,10,andaman-&-nicobar-islands,pincodes,744301,488
2019,1,1,andhra-pradesh,districts,visakhapatnam,1174517
2019,1,2,andhra-pradesh,districts,east godavari,839277
2019,1,3,andhra-pradesh,districts,krishna,833694
2019,1,4,andhra-pradesh,districts,chittoor,812314
2019,1,5,andhra-pradesh,districts,guntur,802394
2019,1,6,andhra-pradesh,districts,anantapur,612162
2019,1,7,andhra-pradesh,districts,kurnool,599422
2019,1,8,andhra-pradesh,districts,west godavari,523372
2019,1,9,andhra-pradesh,districts,spsr nellore,491908
2019,1,10,andhra-pradesh,districts,prakasam,474260
2019,1,1,andhra-pradesh,pincodes,517501,100561
2019,1,2,andhra-pradesh,pincodes,517507,85980
2019,1,3,andhra-pradesh,pincodes,530016,77790
2019,1,4,andhra-pradesh,pincodes,515001,75171
2019,1,5,andhra-pradesh,pincodes,516001,68514
2019,1,6,andhra-pradesh,pincodes,518002,66689
2019,1,7,andhra-pradesh,pincodes,530026,61623
2019,1,8,andhra-pradesh,pincodes,516360,60798
2019,1,9,andhra-pradesh,pincodes,520010,59055
2019,1,10,andhra-pradesh,pincodes,524002,55931
2019,1,1,arunachal-pradesh,districts,papum pare,26298
2019,1,2,arunachal-pradesh,districts,west kameng,8115
2019,1,3,arunachal-pradesh,districts,east siang,5899
2019,1,4,arunachal-pradesh,districts,changlang,5210
2019,1,5,arunachal-pradesh,districts,tawang,5023
2019,1,6,arunachal-pradesh,districts,lohit,4416
2019,1,7,arunachal-pradesh,districts,namsai,3153
2019,1,8,arunachal-pradesh,districts,west siang,2656
2019,1,9,arunachal-pradesh,districts,lower dibang valley,2314
2019,1,10,arunachal-pradesh,districts,tirap,2082
2019,1,1,arunachal-pradesh,pincodes,791110,8094
2019,1,2,arunachal-pradesh,pincodes,791111,7673
2019,1,3,arunachal-pradesh,pincodes,791113,5140
2019,1,4,arunachal-pradesh,pincodes,791102,5030
2019,1,5,arunachal-pradesh,pincodes,790104,3751
2019,1,6,arunachal-pradesh,pincodes,792103,3477
2019,1,7,arunachal-pradesh,pincodes,792001,3160
2019,1,8,arunachal-pradesh,pincodes,791001,3103
2019,1,9,arunachal-pradesh,pincodes,790116,2798
2019,1,10,arunachal-pradesh,pincodes,791109,2519
2019,1,1,assam,districts,kamrup metropolitan,255112
2019,1,2,assam,districts,barpeta,67729
2019,1,3,assam,districts,nagaon,66306
2019,1,4,assam,districts,cachar,64241
2019,1,5,assam,districts,dibrugarh,62656
2019,1,6,assam,districts,sonitpur,62218
2019,1,7,assam,districts,kamrup,54910
2019,1,8,assam,districts,tinsukia,51108
2019,1,9,assam,districts,jorhat,48594
2019,1,10,assam,districts,dhubri,36652
2019,1,1,assam,pincodes,781032,21003
2019,1,2,assam,pincodes,781022,16624
2019,1,3,assam,pincodes,781001,15399
2019,1,4,assam,pincodes,781038,13630
2019,1,5,assam,pincodes,785001,12724
2019,1,6,assam,pincodes,783380,12282
2019,1,7,assam,pincodes,781011,11982
2019,1,8,assam,pincodes,786001,11437
2019,1,9,assam,pincodes,781028,10474
2019,1,10,assam,pincodes,781019,10045
2019,1,1,bihar,districts,patna,964432
2019,1,2,bihar,districts,muzaffarpur,309416
2019,1,3,bihar,districts,purbi champaran,252394
2019,1,4,bihar,districts,gaya,245773
2019,1,5,bihar,districts,samastipur,204544
2019,1,6,bihar,districts,darbhanga,202521
2019,1,7,bihar,districts,saran,197928
2019,1,8,bihar,districts,pashchim champaran,197074
2019,1,9,bihar,districts,bhagalpur,195057
2019,1,10,bihar,districts,madhubani,195036
2019,1,1,bihar,pincodes,800001,155763
2019,1,2,bihar,pincodes,800006,112180
2019,1,3,bihar,pincodes,800020,98591
2019,1,4,bihar,pincodes,845401,67473
2019,1,5,bihar,pincodes,823001,53758
2019,1,6,bihar,pincodes,845438,53452
2019,1,7,bihar,pincodes,801503,45773
2019,1,8,bihar,pincodes,842001,45763
2019,1,9,bihar,pincodes,802301,44801
2019,1,10,bihar,pincodes,812001,44256
2019,1,1,chandigarh,districts,chandigarh,209175
2019,1,1,chandigarh,pincodes,160101,29177
2019,1,2,chandigarh,pincodes,160002,25286
2019,1,3,chandigarh,pincodes,160036,22093
2019,1,4,chandigarh,pincodes,160047,20696
2019,1,5,chandigarh,pincodes,160022,17171
2019,1,6,chandigarh,pincodes,160014,13548
2019,1,7,chandigarh,pincodes,160015,8582
2019,1,8,chandigarh,pincodes,160030,8239
2019,1,9,chandigarh,pincodes,160019,7885
2019,1,10,chandigarh,pincodes,160020,7361
2019,1,1,chhattisgarh,districts,raipur,351495
2019,1,2,chhattisgarh,districts,durg,224058
2019,1,3,chhattisgarh,districts,bilaspur,184636
2019,1,4,chhattisgarh,districts,raigarh,139059
2019,1,5,chhattisgarh,districts,janjgir champa,130114
2019,1,6,chhattisgarh,districts,korba,105570
2019,1,7,chhattisgarh,districts,rajnandgaon,78320
2019,1,8,chhattisgarh,districts,baloda bazar,73454
2019,1,9,chhattisgarh,districts,surguja,62300
2019,1,10,chhattisgarh,districts,mahasamund,56953
2019,1,1,chhattisgarh,pincodes,492001,86083
2019,1,2,chhattisgarh,pincodes,495001,75175
2019,1,3,chhattisgarh,pincodes,497001,47425
2019,1,4,chhattisgarh,pincodes,491001,40489
2019,1,5,chhattisgarh,pincodes,496005,37229
2019,1,6,chhattisgarh,pincodes,491441,35384
2019,1,7,chhattisgarh,pincodes,490023,33849
2019,1,8,chhattisgarh,pincodes,492009,32208
2019,1,9,chhattisgarh,pincodes,490006,30575
2019,1,10,chhattisgarh,pincodes,495450,28696
2019,1,1,dadra-&-nagar-haveli-&-daman-&-diu,districts,dadra and nagar haveli,83987
2019,1,2,dadra-&-nagar-haveli-&-daman-&-diu,districts,daman,51093
2019,1,3,dadra-&-nagar-haveli-&-daman-&-diu,districts,diu,5452
2019,1,1,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,396230,69568
2019,1,2,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,396210,32703
2019,1,3,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,396215,18018
2019,1,4,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,396235,14419
2019,1,5,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,362520,2879
2019,1,6,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,362571,1582
2019,1,7,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,362540,842
2019,1,8,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,396220,372
2019,1,9,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,362570,149
2019,1,1,delhi,districts,west,820526
2019,1,2,delhi,districts,south east delhi,671667
2019,1,3,delhi,districts,north west,583438
2019,1,4,delhi,districts,new delhi,558516
2019,1,5,delhi,districts,central delhi,529918
2019,1,6,delhi,districts,south west,467571
2019,1,7,delhi,districts,north,447987
2019,1,8,delhi,districts,east,439639
2019,1,9,delhi,districts,south,407519
2019,1,10,delhi,districts,shahdara,310351
2019,1,1,delhi,pincodes,110059,246566
2019,1,2,delhi,pincodes,110092,206805
2019,1,3,delhi,pincodes,110086,158267
2019,1,4,delhi,pincodes,110085,152640
2019,1,5,delhi,pincodes,110044,145716
2019,1,6,delhi,pincodes,110096,135423
2019,1,7,delhi,pincodes,110041,129476
2019,1,8,delhi,pincodes,110043,117835
2019,1,9,delhi,pincodes,110094,114562
2019,1,10,delhi,pincodes,110042,113898
2019,1,1,goa,districts,north goa,147802
2019,1,2,goa,districts,south goa,90350
2019,1,1,goa,pincodes,403516,15021
2019,1,2,goa,pincodes,403001,14063
2019,1,3,goa,pincodes,403601,13406
2019,1,4,goa,pincodes,403401,12431
2019,1,5,goa,pincodes,403722,11012
2019,1,6,goa,pincodes,403802,9859
2019,1,7,goa,pincodes,403507,9777
2019,1,8,goa,pincodes,403521,7471
2019,1,9,goa,pincodes,403515,6247
2019,1,10,goa,pincodes,403512,5763
2019,1,1,gujarat,districts,ahmadabad,1450100
2019,1,2,gujarat,districts,surat,1180819
2019,1,3,gujarat,districts,vadodara,502520
2019,1,4,gujarat,districts,rajkot,304415
2019,1,5,gujarat,districts,gandhinagar,291858
2019,1,6,gujarat,districts,bharuch,252826
2019,1,7,gujarat,districts,banas kantha,239613
2019,1,8,gujarat,districts,kachchh,231871
2019,1,9,gujarat,districts,mahesana,230403
2019,1,10,gujarat,districts,valsad,209477
2019,1,1,gujarat,pincodes,395006,157558
2019,1,2,gujarat,pincodes,395010,104683
2019,1,3,gujarat,pincodes,394210,86656
2019,1,4,gujarat,pincodes,395004,79826
2019,1,5,gujarat,pincodes,382350,74106
2019,1,6,gujarat,pincodes,395003,73240
2019,1,7,gujarat,pincodes,382481,60080
2019,1,8,gujarat,pincodes,396191,58289
2019,1,9,gujarat,pincodes,382415,56346
2019,1,10,gujarat,pincodes,382345,53663
2019,1,1,haryana,districts,gurugram,1159832
2019,1,2,haryana,districts,faridabad,634024
2019,1,3,haryana,districts,hisar,245236
2019,1,4,haryana,districts,rewari,207051
2019,1,5,haryana,districts,sonipat,199593
2019,1,6,haryana,districts,panipat,181548
2019,1,7,haryana,districts,karnal,177042
2019,1,8,haryana,districts,rohtak,147392
2019,1,9,haryana,districts,sirsa,146936
2019,1,10,haryana,districts,palwal,141953
2019,1,1,haryana,pincodes,122001,194366
2019,1,2,haryana,pincodes,121004,144318
2019,1,3,haryana,pincodes,121003,125626
2019,1,4,haryana,pincodes,121001,122040
2019,1,5,haryana,pincodes,122002,102287
2019,1,6,haryana,pincodes,122006,101815
2019,1,7,haryana,pincodes,124001,83228
2019,1,8,haryana,pincodes,122051,81253
2019,1,9,haryana,pincodes,121102,80409
2019,1,10,haryana,pincodes,123401,80255
2019,1,1,himachal-pradesh,districts,solan,139300
2019,1,2,himachal-pradesh,districts,kangra,115120
2019,1,3,himachal-pradesh,districts,shimla,80651
2019,1,4,himachal-pradesh,districts,mandi,72963
2019,1,5,himachal-pradesh,districts,sirmaur,47638
2019,1,6,himachal-pradesh,districts,hamirpur,44206
2019,1,7,himachal-pradesh,districts,kullu,43436
2019,1,8,himachal-pradesh,districts,una,40315
2019,1,9,himachal-pradesh,districts,bilaspur,32537
2019,1,10,himachal-pradesh,districts,chamba,27481
2019,1,1,himachal-pradesh,pincodes,173205,56637
2019,1,2,himachal-pradesh,pincodes,174101,28081
2019,1,3,himachal-pradesh,pincodes,173025,17415
2019,1,4,himachal-pradesh,pincodes,173212,12770
2019,1,5,himachal-pradesh,pincodes,175131,11959
2019,1,6,himachal-pradesh,pincodes,171001,11430
2019,1,7,himachal-pradesh,pincodes,175001,9174
2019,1,8,himachal-pradesh,pincodes,174303,8340
2019,1,9,himachal-pradesh,pincodes,176001,8058
2019,1,10,himachal-pradesh,pincodes,173001,7691
2019,1,1,jammu-&-kashmir,districts,jammu,134408
2019,1,2,jammu-&-kashmir,districts,srinagar,52762
2019,1,3,jammu-&-kashmir,districts,baramulla,45150
2019,1,4,jammu-&-kashmir,districts,budgam,34255
2019,1,5,jammu-&-kashmir,districts,anantnag,30103
2019,1,6,jammu-&-kashmir,districts,kathua,25620
2019,1,7,jammu-&-kashmir,districts,kupwara,25544
2019,1,8,jammu-&-kashmir,districts,udhampur,25515
2019,1,9,jammu-&-kashmir,districts,pulwama,23230
2019,1,10,jammu-&-kashmir,districts,samba,21495
2019,1,1,jammu-&-kashmir,pincodes,182101,14885
2019,1,2,jammu-&-kashmir,pincodes,193201,12289
2019,1,3,jammu-&-kashmir,pincodes,180001,11156
2019,1,4,jammu-&-kashmir,pincodes,192231,9231
2019,1,5,jammu-&-kashmir,pincodes,190001,8932
2019,1,6,jammu-&-kashmir,pincodes,180005,8654
2019,1,7,jammu-&-kashmir,pincodes,180020,8424
2019,1,8,jammu-&-kashmir,pincodes,191111,8024
2019,1,9,jammu-&-kashmir,pincodes,180012,7868
2019,1,10,jammu-&-kashmir,pincodes,181133,7825
2019,1,1,jharkhand,districts,ranchi,386608
2019,1,2,jharkhand,districts,dhanbad,313255
2019,1,3,jharkhand,districts,east singhbhum,256344
2019,1,4,jharkhand,districts,bokaro,235969
2019,1,5,jharkhand,districts,hazaribagh,151904
2019,1,6,jharkhand,districts,giridih,123889
2019,1,7,jharkhand,districts,deoghar,97449
2019,1,8,jharkhand,districts,palamu,94917
2019,1,9,jharkhand,districts,ramgarh,93606
2019,1,10,jharkhand,districts,saraikela kharsawan,81052
2019,1,1,jharkhand,pincodes,834001,112703
2019,1,2,jharkhand,pincodes,826001,56790
2019,1,3,jharkhand,pincodes,827013,48155
2019,1,4,jharkhand,pincodes,831001,37652
2019,1,5,jharkhand,pincodes,825303,33318
2019,1,6,jharkhand,pincodes,834002,30520
2019,1,7,jharkhand,pincodes,832108,29975
2019,1,8,jharkhand,pincodes,834008,24357
2019,1,9,jharkhand,pincodes,825409,24233
2019,1,10,jharkhand,pincodes,834005,24142
2019,1,1,karnataka,districts,bengaluru urban,5003207
2019,1,2,karnataka,districts,mysuru,432208
2019,1,3,karnataka,districts,belagavi,412265
2019,1,4,karnataka,districts,dharwad,287568
2019,1,5,karnataka,districts,ballari,281648
2019,1,6,karnataka,districts,bengaluru rural,267147
2019,1,7,karnataka,districts,tumakuru,258398
2019,1,8,karnataka,districts,dakshina kannada,254135
2019,1,9,karnataka,districts,kalaburagi,230020
2019,1,10,karnataka,districts,kolar,201909
2019,1,1,karnataka,pincodes,560068,237280
2019,1,2,karnataka,pincodes,560078,157977
2019,1,3,karnataka,pincodes,560076,157367
2019,1,4,karnataka,pincodes,560037,156716
2019,1,5,karnataka,pincodes,560100,145990
2019,1,6,karnataka,pincodes,560043,126199
2019,1,7,karnataka,pincodes,560058,120584
2019,1,8,karnataka,pincodes,560091,115911
2019,1,9,karnataka,pincodes,560064,110644
2019,1,10,karnataka,pincodes,560079,109287
2019,1,1,kerala,districts,ernakulam,409812
2019,1,2,kerala,districts,thiruvananthapuram,239634
2019,1,3,kerala,districts,kozhikode,212403
2019,1,4,kerala,districts,malappuram,206857
2019,1,5,kerala,districts,thrissur,184516
2019,1,6,kerala,districts,palakkad,145211
2019,1,7,kerala,districts,kannur,143289
2019,1,8,kerala,districts,kollam,125697
2019,1,9,kerala,districts,kottayam,121975
2019,1,10,kerala,districts,alappuzha,114882
2019,1,1,kerala,pincodes,682042,15428
2019,1,2,kerala,pincodes,682024,13454
2019,1,3,kerala,pincodes,695001,13156
2019,1,4,kerala,pincodes,682025,11515
2019,1,5,kerala,pincodes,682020,11406
2019,1,6,kerala,pincodes,682035,10441
2019,1,7,kerala,pincodes,682032,10331
2019,1,8,kerala,pincodes,673032,9504
2019,1,9,kerala,pincodes,682301,9471
2019,1,10,kerala,pincodes,673004,8130
2019,1,1,ladakh,districts,leh ladakh,23891
2019,1,2,ladakh,districts,kargil,5758
2019,1,1,ladakh,pincodes,194104,6985
2019,1,2,ladakh,pincodes,194101,5676
2019,1,3,ladakh,pincodes,194201,4722
2019,1,4,ladakh,pincodes,194107,2336
2019,1,5,ladakh,pincodes,194401,1998
2019,1,6,ladakh,pincodes,194103,1938
2019,1,7,ladakh,pincodes,194102,1275
2019,1,8,ladakh,pincodes,194105,1020
2019,1,9,ladakh,pincodes,194106,902
2019,1,10,ladakh,pincodes,194703,788
2019,1,1,lakshadweep,districts,lakshadweep,1416
2019,1,1,lakshadweep,pincodes,682555,549
2019,1,2,lakshadweep,pincodes,682551,299
2019,1,3,lakshadweep,pincodes,682557,166
2019,1,4,lakshadweep,pincodes,682552,132
2019,1,5,lakshadweep,pincodes,682559,129
2019,1,6,lakshadweep,pincodes,682556,107
2019,1,7,lakshadweep,pincodes,682554,29
2019,1,8,lakshadweep,pincodes,682558,5
2019,1,1,madhya-pradesh,districts,indore,844465
2019,1,2,madhya-pradesh,districts,bhopal,670417
2019,1,3,madhya-pradesh,districts,gwalior,331504
2019,1,4,madhya-pradesh,districts,jabalpur,295042
2019,1,5,madhya-pradesh,districts,ujjain,214818
2019,1,6,madhya-pradesh,districts,sagar,194467
2019,1,7,madhya-pradesh,districts,rewa,188803
2019,1,8,madhya-pradesh,districts,chhindwara,168633
2019,1,9,madhya-pradesh,districts,dhar,166663
2019,1,10,madhya-pradesh,districts,satna,160954
2019,1,1,madhya-pradesh,pincodes,452001,94894
2019,1,2,madhya-pradesh,pincodes,482002,92148
2019,1,3,madhya-pradesh,pincodes,452010,89541
2019,1,4,madhya-pradesh,pincodes,455001,87837
2019,1,5,madhya-pradesh,pincodes,462001,65450
2019,1,6,madhya-pradesh,pincodes,482001,64389
2019,1,7,madhya-pradesh,pincodes,457001,61687
2019,1,8,madhya-pradesh,pincodes,480001,60744
2019,1,9,madhya-pradesh,pincodes,485001,59332
2019,1,10,madhya-pradesh,pincodes,452016,57554
2019,1,1,maharashtra,districts,pune,3038402
2019,1,2,maharashtra,districts,mumbai suburban,1901210
2019,1,3,maharashtra,districts,thane,1834051
2019,1,4,maharashtra,districts,nashik,853648
2019,1,5,maharashtra,districts,nagpur,765612
2019,1,6,maharashtra,districts,mumbai,670094
2019,1,7,maharashtra,districts,aurangabad,644687
2019,1,8,maharashtra,districts,ahmednagar,532651
2019,1,9,maharashtra,districts,palghar,521918
2019,1,10,maharashtra,districts,raigad,509108
2019,1,1,maharashtra,pincodes,421302,164019
2019,1,2,maharashtra,pincodes,410501,137359
2019,1,3,maharashtra,pincodes,421201,133341
2019,1,4,maharashtra,pincodes,410206,129314
2019,1,5,maharashtra,pincodes,411014,126623
2019,1,6,maharashtra,pincodes,411033,123678
2019,1,7,maharashtra,pincodes,411057,120482
2019,1,8,maharashtra,pincodes,431003,110778
2019,1,9,maharashtra,pincodes,400072,105695
2019,1,10,maharashtra,pincodes,411028,105603
2019,1,1,manipur,districts,imphal west,33668
2019,1,2,manipur,districts,imphal east,21136
2019,1,3,manipur,districts,thoubal,9529
2019,1,4,manipur,districts,bishnupur,8537
2019,1,5,manipur,districts,churachandpur,6138
2019,1,6,manipur,districts,kangpokpi,5212
2019,1,7,manipur,districts,kakching,3850
2019,1,8,manipur,districts,ukhrul,2368
2019,1,9,manipur,districts,tamenglong,2148
2019,1,10,manipur,districts,jiribam,1759
2019,1,1,manipur,pincodes,795004,16916
2019,1,2,manipur,pincodes,795001,6562
2019,1,3,manipur,pincodes,795138,4947
2019,1,4,manipur,pincodes,795133,4247
2019,1,5,manipur,pincodes,795002,3738
2019,1,6,manipur,pincodes,795103,3612
2019,1,7,manipur,pincodes,795008,3437
2019,1,8,manipur,pincodes,795148,3259
2019,1,9,manipur,pincodes,795149,3182
2019,1,10,manipur,pincodes,795010,3025
2019,1,1,meghalaya,districts,east khasi hills,27937
2019,1,2,meghalaya,districts,west garo hills,12932
2019,1,3,meghalaya,districts,ribhoi,6543
2019,1,4,meghalaya,districts,east jaintia hills,4643
2019,1,5,meghalaya,districts,west jaintia hills,2276
2019,1,6,meghalaya,districts,north garo hills,1482
2019,1,7,meghalaya,districts,south west garo hills,1434
2019,1,8,meghalaya,districts,east garo hills,1424
2019,1,9,meghalaya,districts,south garo hills,1296
2019,1,10,meghalaya,districts,west khasi hills,1191
2019,1,1,meghalaya,pincodes,793001,7108
2019,1,2,meghalaya,pincodes,793002,4005
2019,1,3,meghalaya,pincodes,794001,3368
2019,1,4,meghalaya,pincodes,793101,3084
2019,1,5,meghalaya,pincodes,793210,2994
2019,1,6,meghalaya,pincodes,793011,2947
2019,1,7,meghalaya,pincodes,794105,2884
2019,1,8,meghalaya,pincodes,794101,2675
2019,1,9,meghalaya,pincodes,794104,2322
2019,1,10,meghalaya,pincodes,793007,1970
2019,1,1,mizoram,districts,aizawl,13422
2019,1,2,mizoram,districts,lunglei,2910
2019,1,3,mizoram,districts,kolasib,1730
2019,1,4,mizoram,districts,lawngtlai,1648
2019,1,5,mizoram,districts,champhai,1179
2019,1,6,mizoram,districts,mamit,1096
2019,1,7,mizoram,districts,serchhip,1047
2019,1,8,mizoram,districts,saiha,638
2019,1,1,mizoram,pincodes,796005,3769
2019,1,2,mizoram,pincodes,796009,3457
2019,1,3,mizoram,pincodes,796012,1670
2019,1,4,mizoram,pincodes,796701,1651
2019,1,5,mizoram,pincodes,796017,1477
2019,1,6,mizoram,pincodes,796008,1074
2019,1,7,mizoram,pincodes,796014,864
2019,1,8,mizoram,pincodes,796081,807
2019,1,9,mizoram,pincodes,796321,803
2019,1,10,mizoram,pincodes,796181,752
2019,1,1,nagaland,districts,dimapur,28091
2019,1,2,nagaland,districts,kohima,10747
2019,1,3,nagaland,districts,mokokchung,3721
2019,1,4,nagaland,districts,mon,2458
2019,1,5,nagaland,districts,wokha,1830
2019,1,6,nagaland,districts,phek,1727
2019,1,7,nagaland,districts,tuensang,1678
2019,1,8,nagaland,districts,zunheboto,1374
2019,1,9,nagaland,districts,peren,884
2019,1,10,nagaland,districts,kiphire,862
2019,1,1,nagaland,pincodes,797112,10884
2019,1,2,nagaland,pincodes,797115,3844
2019,1,3,nagaland,pincodes,797001,3735
2019,1,4,nagaland,pincodes,797103,3254
2019,1,5,nagaland,pincodes,797113,3218
2019,1,6,nagaland,pincodes,797120,2536
2019,1,7,nagaland,pincodes,798601,2461
2019,1,8,nagaland,pincodes,797117,2159
2019,1,9,nagaland,pincodes,797118,1945
2019,1,10,nagaland,pincodes,797116,1802
2019,1,1,odisha,districts,khordha,745457
2019,1,2,odisha,districts,cuttack,372513
2019,1,3,odisha,districts,ganjam,332190
2019,1,4,odisha,districts,baleshwar,271095
2019,1,5,odisha,districts,jajapur,236643
2019,1,6,odisha,districts,sundargarh,198716
2019,1,7,odisha,districts,puri,195690
2019,1,8,odisha,districts,kendujhar,167750
2019,1,9,odisha,districts,bhadrak,166600
2019,1,10,odisha,districts,anugul,150627
2019,1,1,odisha,pincodes,751024,48946
2019,1,2,odisha,pincodes,751002,46998
2019,1,3,odisha,pincodes,751006,42410
2019,1,4,odisha,pincodes,751012,42254
2019,1,5,odisha,pincodes,756001,40355
2019,1,6,odisha,pincodes,760001,40210
2019,1,7,odisha,pincodes,751003,37236
2019,1,8,odisha,pincodes,753001,36288
2019,1,9,odisha,pincodes,751019,34425
2019,1,10,odisha,pincodes,751007,33240
2019,1,1,puducherry,districts,puducherry,112798
2019,1,2,puducherry,districts,karaikal,11549
2019,1,3,puducherry,districts,yanam,5814
2019,1,4,puducherry,districts,mahe,2898
2019,1,1,puducherry,pincodes,605110,14136
2019,1,2,puducherry,pincodes,605008,11169
2019,1,3,puducherry,pincodes,605107,10375
2019,1,4,puducherry,pincodes,605004,10371
2019,1,5,puducherry,pincodes,605009,9199
2019,1,6,puducherry,pincodes,605011,7594
2019,1,7,puducherry,pincodes,605013,6815
2019,1,8,puducherry,pincodes,605010,6802
2019,1,9,puducherry,pincodes,605001,6703
2019,1,10,puducherry,pincodes,605007,6017
2019,1,1,punjab,districts,ludhiana,454370
2019,1,2,punjab,districts,sas nagar,298288
2019,1,3,punjab,districts,amritsar,171264
2019,1,4,punjab,districts,patiala,169872
2019,1,5,punjab,districts,jalandhar,164130
2019,1,6,punjab,districts,bathinda,128070
2019,1,7,punjab,districts,fazilka,104942
2019,1,8,punjab,districts,sangrur,97326
2019,1,9,punjab,districts,hoshiarpur,72128
2019,1,10,punjab,districts,gurdaspur,62502
2019,1,1,punjab,pincodes,143001,119228
2019,1,2,punjab,pincodes,141008,64166
2019,1,3,punjab,pincodes,140603,45359
2019,1,4,punjab,pincodes,141001,42727
2019,1,5,punjab,pincodes,140301,42199
2019,1,6,punjab,pincodes,147001,40621
2019,1,7,punjab,pincodes,141003,37255
2019,1,8,punjab,pincodes,145001,33513
2019,1,9,punjab,pincodes,151001,32544
2019,1,10,punjab,pincodes,152116,30355
2019,1,1,rajasthan,districts,jaipur,2060175
2019,1,2,rajasthan,districts,alwar,517681
2019,1,3,rajasthan,districts,jodhpur,434178
2019,1,4,rajasthan,districts,sikar,318166
2019,1,5,rajasthan,districts,kota,318085
2019,1,6,rajasthan,districts,ajmer,290433
2019,1,7,rajasthan,districts,bhilwara,276384
2019,1,8,rajasthan,districts,nagaur,259361
2019,1,9,rajasthan,districts,udaipur,258915
2019,1,10,rajasthan,districts,jhunjhunu,238956
2019,1,1,rajasthan,pincodes,302012,152051
2019,1,2,rajasthan,pincodes,302029,110968
2019,1,3,rajasthan,pincodes,302020,109680
2019,1,4,rajasthan,pincodes,311001,105316
2019,1,5,rajasthan,pincodes,302015,100778
2019,1,6,rajasthan,pincodes,302017,97262
2019,1,7,rajasthan,pincodes,301001,89896
2019,1,8,rajasthan,pincodes,302001,89061
2019,1,9,rajasthan,pincodes,335001,82868
2019,1,10,rajasthan,pincodes,302013,79661
2019,1,1,sikkim,districts,east,36124
2019,1,2,sikkim,districts,south,11031
2019,1,3,sikkim,districts,west,6479
2019,1,4,sikkim,districts,north,5322
2019,1,1,sikkim,pincodes,737101,9811
2019,1,2,sikkim,pincodes,737102,7390
2019,1,3,sikkim,pincodes,737132,5823
2019,1,4,sikkim,pincodes,737134,5484
2019,1,5,sikkim,pincodes,737135,4863
2019,1,6,sikkim,pincodes,737126,3693
2019,1,7,sikkim,pincodes,737120,3393
2019,1,8,sikkim,pincodes,737113,3139
2019,1,9,sikkim,pincodes,737103,2669
2019,1,10,sikkim,pincodes,737136,2338
2019,1,1,tamil-nadu,districts,chennai,830586
2019,1,2,tamil-nadu,districts,thiruvallur,625908
2019,1,3,tamil-nadu,districts,chengalpattu,578045
2019,1,4,tamil-nadu,districts,coimbatore,495350
2019,1,5,tamil-nadu,districts,kancheepuram,385091
2019,1,6,tamil-nadu,districts,tiruppur,273869
2019,1,7,tamil-nadu,districts,salem,257624
2019,1,8,tamil-nadu,districts,madurai,224783
2019,1,9,tamil-nadu,districts,krishnagiri,212859
2019,1,10,tamil-nadu,districts,tiruchirappalli,193798
2019,1,1,tamil-nadu,pincodes,600100,51245
2019,1,2,tamil-nadu,pincodes,641602,49716
2019,1,3,tamil-nadu,pincodes,602105,48656
2019,1,4,tamil-nadu,pincodes,635109,48062
2019,1,5,tamil-nadu,pincodes,600042,41510
2019,1,6,tamil-nadu,pincodes,600056,41450
2019,1,7,tamil-nadu,pincodes,635126,40399
2019,1,8,tamil-nadu,pincodes,600053,39199
2019,1,9,tamil-nadu,pincodes,600119,38537
2019,1,10,tamil-nadu,pincodes,600003,38221
2019,1,1,telangana,districts,hyderabad,1638436
2019,1,2,telangana,districts,rangareddy,1470874
2019,1,3,telangana,districts,medchal malkajgiri,1279531
2019,1,4,telangana,districts,sangareddy,346529
2019,1,5,telangana,districts,warangal urban,301881
2019,1,6,telangana,districts,karimnagar,218609
2019,1,7,telangana,districts,nalgonda,211184
2019,1,8,telangana,districts,khammam,206049
2019,1,9,telangana,districts,nizamabad,186351
2019,1,10,telangana,districts,siddipet,152281
2019,1,1,telangana,pincodes,500072,221180
2019,1,2,telangana,pincodes,500018,122206
2019,1,3,telangana,pincodes,505001,117965
2019,1,4,telangana,pincodes,500055,101115
2019,1,5,telangana,pincodes,500039,99557
2019,1,6,telangana,pincodes,500016,98286
2019,1,7,telangana,pincodes,500081,96365
2019,1,8,telangana,pincodes,500008,95864
